client_id,order_id,order_date,delivery_date,carrier,origin_city,destination_city,status,sku,product_category,quantity,unit_price_usd,order_value_usd,is_promo,promo_discount_pct,region,warehouse
CL-1020,ORD-2026-959182-0064,2025-03-04,2025-03-06,DHL,"San Francisco, CA","Denver, CO",delivered,MARKER-0119,MARKER,2,15.53,31.06,0,0,US-W,SFO-DC2
CL-1012,ORD-2026-352721-0065,2025-03-12,2025-03-16,UPS,"Los Angeles, CA","Portland, OR",delivered,CRAYON-0037,CRAYON,2,9.94,19.88,0,0,US-W,LAX-DC1
CL-1019,ORD-2026-498855-0066,2025-01-07,2025-01-09,Royal Mail,"Dallas, TX","Houston, TX",delivered,PAINT-0112,PAINT,1,24.73,24.73,0,0,US-C,DFW-DC1
CL-1007,ORD-2026-409361-0067,2025-11-01,2025-11-04,UPS,"Atlanta, GA","Nashville, TN",delayed,PAINT-0168,PAINT,1,13.39,13.39,0,0,US-E,ATL-DC1
CL-1001,ORD-2026-268795-0068,2025-02-10,2025-02-15,FedEx,"Dallas, TX","St. Louis, MO",delivered,STICKER-0046,STICKER,4,2.91,11.64,0,0,US-C,DFW-DC1
CL-1004,ORD-2026-687809-0069,2025-01-11,2025-01-13,GLS,"Los Angeles, CA","San Diego, CA",delivered,PAPER-0165,PAPER,2,16.17,32.34,0,0,US-W,LAX-DC1
CL-1017,ORD-2026-411918-0070,2025-01-24,2025-01-29,USPS,"Newark, NJ","Baltimore, MD",delivered,CRAYON-0071,CRAYON,10,9.43,94.3,0,0,US-E,EWR-DC1
CL-1029,ORD-2026-269595-0071,2025-01-01,2025-01-07,GLS,"Amsterdam, NL","Brussels, BE",delayed,PAPER-0001,PAPER,6,5.53,33.18,0,0,EU,AMS-FC1
CL-1015,ORD-2026-403533-0072,2025-02-06,2025-02-12,UPS,"London, UK","Edinburgh, UK",delayed,BOOK-0066,BOOK,2,23.66,47.32,0,0,UK,LON-FC1
CL-1011,ORD-2026-830461-0073,2025-11-08,2025-11-10,FedEx,"Atlanta, GA","Orlando, FL",delivered,STICKER-0213,STICKER,3,5.03,15.09,1,24,US-E,ATL-DC1
CL-1001,ORD-2026-176555-0074,2025-05-06,2025-05-08,LaserShip,"San Francisco, CA","Reno, NV",delivered,STICKER-0007,STICKER,15,3.67,55.05,0,0,US-W,SFO-DC2
CL-1019,ORD-2026-988745-0075,2025-08-01,2025-08-06,USPS,"Amsterdam, NL","Paris, FR",delivered,CRAYON-0139,CRAYON,11,11.24,123.64,0,0,EU,AMS-FC1
CL-1018,ORD-2026-807844-0076,2025-01-10,,UPS,"Berlin, DE","Vienna, AT",in_transit,BRUSH-0151,BRUSH,2,5.31,10.62,0,0,EU,BER-FC1
CL-1004,ORD-2026-753468-0077,2025-07-30,2025-08-06,DHL,"San Francisco, CA","Boise, ID",delayed,PAINT-0054,PAINT,6,22.38,134.28,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-162880-0078,2025-03-06,2025-03-07,UPS,"Atlanta, GA","Charlotte, NC",delivered,PAINT-0035,PAINT,2,15.69,31.38,0,0,US-E,ATL-DC1
CL-1024,ORD-2026-225570-0079,2025-07-08,2025-07-12,OnTrac,"Berlin, DE","Munich, DE",delivered,MARKER-0081,MARKER,7,13.56,94.92,0,0,EU,BER-FC1
CL-1021,ORD-2026-814160-0080,2025-06-09,2025-06-14,UPS,"London, UK","Glasgow, UK",delayed,BRUSH-0009,BRUSH,3,11.55,34.65,0,0,UK,LON-FC1
CL-1005,ORD-2026-347871-0081,2025-03-02,2025-03-04,UPS,"Berlin, DE","Vienna, AT",delivered,BOOK-0149,BOOK,3,11.55,34.65,0,0,EU,BER-FC1
CL-1025,ORD-2026-542610-0082,2025-11-03,,DHL,"Dallas, TX","Houston, TX",in_transit,BOOK-0147,BOOK,2,15.8,31.6,0,0,US-C,DFW-DC1
CL-1008,ORD-2026-452855-0083,2025-08-26,2025-08-29,USPS,"Los Angeles, CA","Seattle, WA",delivered,BOOK-0026,BOOK,1,24.87,24.87,0,0,US-W,LAX-DC1
CL-1005,ORD-2026-753499-0084,2025-07-21,2025-07-22,UPS,"Los Angeles, CA","Portland, OR",delivered,MARKER-0045,MARKER,3,7.76,23.28,0,0,US-W,LAX-DC1
CL-1027,ORD-2026-947918-0085,2025-04-10,2025-04-13,USPS,"Berlin, DE","Zurich, CH",delivered,PAINT-0016,PAINT,2,20.47,40.94,0,0,EU,BER-FC1
CL-1004,ORD-2026-841171-0086,2025-08-01,2025-08-07,USPS,"Amsterdam, NL","Hamburg, DE",delivered,STICKER-0022,STICKER,1,3.22,3.22,0,0,EU,AMS-FC1
CL-1004,ORD-2026-724551-0087,2025-05-12,,UPS,"Berlin, DE","Zurich, CH",in_transit,PAINT-0187,PAINT,1,19.31,19.31,0,0,EU,BER-FC1
CL-1004,ORD-2026-448393-0088,2025-05-04,2025-05-08,UPS,"San Francisco, CA","Sacramento, CA",delivered,MARKER-0215,MARKER,1,7.78,7.78,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-688638-0089,2025-12-20,2025-12-22,DHL,"Chicago, IL","Minneapolis, MN",delivered,PAINT-0051,PAINT,2,12.6,25.2,1,8,US-C,CHI-DC1
CL-1005,ORD-2026-431091-0090,2025-02-06,2025-02-08,OnTrac,"San Francisco, CA","Reno, NV",delivered,BRUSH-0040,BRUSH,4,12.57,50.28,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-649371-0091,2025-08-10,2025-08-11,Royal Mail,"London, UK","Edinburgh, UK",delivered,BRUSH-0075,BRUSH,13,10.72,139.36,0,0,UK,LON-FC1
CL-1011,ORD-2026-853204-0092,2025-07-05,2025-07-08,Royal Mail,"San Francisco, CA","Boise, ID",delivered,PAPER-0096,PAPER,1,5.68,5.68,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-384204-0093,2025-01-23,2025-01-24,UPS,"London, UK","Birmingham, UK",delivered,PAPER-0171,PAPER,8,10.41,83.28,1,21,UK,LON-FC1
CL-1002,ORD-2026-462177-0094,2025-09-04,2025-09-07,USPS,"London, UK","Birmingham, UK",delivered,CRAYON-0143,CRAYON,10,8.14,81.4,0,0,UK,LON-FC1
CL-1024,ORD-2026-601715-0095,2025-02-08,2025-02-11,FedEx,"Berlin, DE","Zurich, CH",delivered,BOOK-0070,BOOK,1,24.69,24.69,0,0,EU,BER-FC1
CL-1006,ORD-2026-182650-0096,2025-01-03,,DHL,"San Francisco, CA","Boise, ID",in_transit,CRAYON-0051,CRAYON,1,6.61,6.61,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-526316-0097,2025-03-02,2025-03-06,DHL,"San Francisco, CA","Boise, ID",delivered,BRUSH-0078,BRUSH,1,5.78,5.78,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-599258-0098,2025-03-22,2025-03-23,DHL,"Berlin, DE","Zurich, CH",delivered,STICKER-0140,STICKER,1,4.19,4.19,0,0,EU,BER-FC1
CL-1006,ORD-2026-304986-0099,2025-09-12,2025-09-18,LaserShip,"San Francisco, CA","Boise, ID",delivered,CRAYON-0216,CRAYON,9,5.65,50.85,0,0,US-W,SFO-DC2
CL-1018,ORD-2026-404078-0100,2025-07-22,2025-07-27,USPS,"Atlanta, GA","Richmond, VA",delivered,STICKER-0088,STICKER,3,5.82,17.46,0,0,US-E,ATL-DC1
CL-1028,ORD-2026-755158-0101,2025-10-18,2025-10-20,USPS,"Los Angeles, CA","Phoenix, AZ",delivered,PAINT-0103,PAINT,1,18.14,18.14,0,0,US-W,LAX-DC1
CL-1004,ORD-2026-713787-0102,2025-08-08,2025-08-10,FedEx,"London, UK","Leeds, UK",delivered,CRAYON-0119,CRAYON,1,9.49,9.49,0,0,UK,LON-FC1
CL-1001,ORD-2026-668728-0103,2025-01-21,2025-01-25,UPS,"San Francisco, CA","Sacramento, CA",delivered,MARKER-0160,MARKER,6,10.03,60.18,1,27,US-W,SFO-DC2
CL-1028,ORD-2026-306653-0104,2025-01-06,2025-01-12,GLS,"Atlanta, GA","Charlotte, NC",delivered,PAPER-0132,PAPER,5,8.94,44.7,0,0,US-E,ATL-DC1
CL-1004,ORD-2026-813451-0105,2025-07-03,2025-07-07,UPS,"London, UK","Leeds, UK",delayed,STICKER-0013,STICKER,2,4.67,9.34,0,0,UK,LON-FC1
CL-1001,ORD-2026-380870-0106,2025-10-27,,OnTrac,"Atlanta, GA","Tampa, FL",in_transit,BOOK-0139,BOOK,2,11.21,22.42,0,0,US-E,ATL-DC1
CL-1021,ORD-2026-970515-0107,2025-08-07,2025-08-09,LaserShip,"Los Angeles, CA","Portland, OR",delivered,BRUSH-0098,BRUSH,2,15.94,31.88,0,0,US-W,LAX-DC1
CL-1025,ORD-2026-970575-0108,2025-01-11,2025-01-19,LaserShip,"Atlanta, GA","Charlotte, NC",delayed,MARKER-0182,MARKER,1,18.37,18.37,0,0,US-E,ATL-DC1
CL-1022,ORD-2026-283717-0109,2025-07-23,2025-07-25,UPS,"Amsterdam, NL","Frankfurt, DE",delivered,PENCIL-0144,PENCIL,3,2.93,8.79,0,0,EU,AMS-FC1
CL-1001,ORD-2026-191221-0110,2025-08-13,2025-08-18,FedEx,"London, UK","Leeds, UK",delivered,CRAYON-0149,CRAYON,4,12.06,48.24,0,0,UK,LON-FC1
CL-1016,ORD-2026-196850-0111,2025-10-09,2025-10-14,FedEx,"Chicago, IL","Cleveland, OH",delivered,CRAYON-0017,CRAYON,2,4.13,8.26,0,0,US-C,CHI-DC1
CL-1023,ORD-2026-388479-0112,2025-02-27,2025-03-02,LaserShip,"Dallas, TX","Austin, TX",delivered,MARKER-0217,MARKER,1,8.37,8.37,0,0,US-C,DFW-DC1
CL-1003,ORD-2026-812565-0113,2025-01-13,2025-01-16,DHL,"London, UK","Edinburgh, UK",delivered,CRAYON-0065,CRAYON,4,6.89,27.56,0,0,UK,LON-FC1
CL-1026,ORD-2026-433396-0114,2025-08-12,,USPS,"Dallas, TX","St. Louis, MO",in_transit,MARKER-0220,MARKER,1,22.41,22.41,0,0,US-C,DFW-DC1
CL-1005,ORD-2026-723045-0115,2025-04-24,2025-04-29,LaserShip,"Dallas, TX","Kansas City, MO",delivered,BRUSH-0027,BRUSH,1,11.04,11.04,0,0,US-C,DFW-DC1
CL-1004,ORD-2026-863554-0116,2025-07-21,2025-07-24,UPS,"London, UK","Birmingham, UK",delivered,PENCIL-0039,PENCIL,1,6.34,6.34,0,0,UK,LON-FC1
CL-1005,ORD-2026-584889-0117,2025-02-15,2025-02-19,LaserShip,"Los Angeles, CA","San Diego, CA",delivered,STICKER-0094,STICKER,4,3.24,12.96,0,0,US-W,LAX-DC1
CL-1002,ORD-2026-266668-0118,2025-04-12,2025-04-14,FedEx,"Amsterdam, NL","Brussels, BE",delivered,PAPER-0217,PAPER,6,11.2,67.2,0,0,EU,AMS-FC1
CL-1016,ORD-2026-840509-0119,2025-06-28,2025-07-04,UPS,"Berlin, DE","Munich, DE",delayed,BOOK-0158,BOOK,2,14.88,29.76,0,0,EU,BER-FC1
CL-1019,ORD-2026-156889-0120,2025-03-17,2025-03-21,UPS,"Berlin, DE","Zurich, CH",delivered,BRUSH-0082,BRUSH,2,15.05,30.1,0,0,EU,BER-FC1
CL-1001,ORD-2026-764666-0121,2025-09-05,2025-09-09,UPS,"London, UK","Glasgow, UK",delivered,STICKER-0079,STICKER,1,5.34,5.34,0,0,UK,LON-FC1
CL-1004,ORD-2026-148523-0122,2025-08-07,2025-08-10,UPS,"Chicago, IL","Cleveland, OH",delivered,PAPER-0201,PAPER,1,8.97,8.97,0,0,US-C,CHI-DC1
CL-1002,ORD-2026-683374-0123,2025-01-08,2025-01-11,FedEx,"London, UK","Glasgow, UK",delivered,BRUSH-0029,BRUSH,8,7.96,63.68,0,0,UK,LON-FC1
CL-1010,ORD-2026-836591-0124,2025-08-21,2025-08-24,Royal Mail,"Berlin, DE","Zurich, CH",delivered,BOOK-0117,BOOK,7,22.14,154.98,0,0,EU,BER-FC1
CL-1005,ORD-2026-637515-0125,2025-02-01,2025-02-05,FedEx,"Chicago, IL","Minneapolis, MN",delivered,PENCIL-0038,PENCIL,3,2.55,7.65,0,0,US-C,CHI-DC1
CL-1002,ORD-2026-763827-0126,2025-01-09,2025-01-13,FedEx,"London, UK","Manchester, UK",delivered,PENCIL-0168,PENCIL,4,6.35,25.4,0,0,UK,LON-FC1
CL-1004,ORD-2026-621246-0127,2025-11-17,2025-11-19,FedEx,"London, UK","Glasgow, UK",delivered,PAINT-0079,PAINT,2,14.54,29.08,0,0,UK,LON-FC1
CL-1002,ORD-2026-704710-0128,2025-07-26,2025-08-02,USPS,"Dallas, TX","Oklahoma City, OK",delayed,PAINT-0166,PAINT,2,15.94,31.88,1,26,US-C,DFW-DC1
CL-1003,ORD-2026-952485-0129,2025-05-11,2025-05-12,FedEx,"Atlanta, GA","Richmond, VA",delivered,STICKER-0063,STICKER,8,7.82,62.56,0,0,US-E,ATL-DC1
CL-1008,ORD-2026-539755-0130,2025-12-22,2025-12-23,UPS,"Los Angeles, CA","Phoenix, AZ",delivered,PENCIL-0199,PENCIL,4,2.92,11.68,0,0,US-W,LAX-DC1
CL-1005,ORD-2026-747814-0131,2025-01-01,2025-01-02,FedEx,"Atlanta, GA","Orlando, FL",delivered,MARKER-0169,MARKER,1,7.62,7.62,0,0,US-E,ATL-DC1
CL-1005,ORD-2026-888561-0132,2025-10-05,2025-10-09,USPS,"Los Angeles, CA","San Diego, CA",delayed,BRUSH-0024,BRUSH,4,10.06,40.24,0,0,US-W,LAX-DC1
CL-1010,ORD-2026-890273-0133,2025-01-19,2025-01-22,DHL,"Chicago, IL","Milwaukee, WI",delivered,MARKER-0148,MARKER,1,17.15,17.15,0,0,US-C,CHI-DC1
CL-1012,ORD-2026-395690-0134,2025-10-30,2025-11-03,Royal Mail,"San Francisco, CA","Boise, ID",delivered,BRUSH-0169,BRUSH,1,6.11,6.11,0,0,US-W,SFO-DC2
CL-1002,ORD-2026-855439-0135,2025-09-19,2025-09-23,UPS,"London, UK","Leeds, UK",delivered,PENCIL-0198,PENCIL,3,2.99,8.97,0,0,UK,LON-FC1
CL-1015,ORD-2026-249229-0136,2025-10-25,2025-10-29,UPS,"Dallas, TX","St. Louis, MO",delivered,CRAYON-0006,CRAYON,1,7.14,7.14,1,25,US-C,DFW-DC1
CL-1001,ORD-2026-309222-0137,2025-07-07,2025-07-13,DPD,"Berlin, DE","Zurich, CH",delivered,MARKER-0148,MARKER,2,19.57,39.14,0,0,EU,BER-FC1
CL-1030,ORD-2026-453433-0138,2025-01-20,2025-01-23,UPS,"Amsterdam, NL","Brussels, BE",delivered,CRAYON-0142,CRAYON,1,10.45,10.45,0,0,EU,AMS-FC1
CL-1022,ORD-2026-979794-0139,2025-04-07,2025-04-10,FedEx,"Amsterdam, NL","Hamburg, DE",delivered,PENCIL-0023,PENCIL,2,9.01,18.02,0,0,EU,AMS-FC1
CL-1030,ORD-2026-400821-0140,2025-03-23,2025-03-30,FedEx,"Amsterdam, NL","Hamburg, DE",delayed,PAINT-0066,PAINT,2,21.66,43.32,0,0,EU,AMS-FC1
CL-1004,ORD-2026-396287-0141,2025-12-05,2025-12-12,OnTrac,"Chicago, IL","Minneapolis, MN",delayed,PAINT-0048,PAINT,3,23.36,70.08,0,0,US-C,CHI-DC1
